Date,Open,High,Low,Close,Volume
2025-04-08,208.7089,212.6204,208.435,211.3489,812053
2025-04-09,211.3489,213.0052,210.2338,212.4777,748686
2025-04-10,212.4777,215.8834,211.3966,214.9673,1115674
2025-04-11,214.9673,217.0454,214.6776,216.6079,1101366
2025-04-12,216.6079,218.1983,216.5571,217.5619,627821
2025-04-13,217.5619,218.8825,216.0461,217.3087,1015682
2025-04-14,217.3087,218.359,216.7606,218.0666,1086855
2025-04-15,218.0666,218.6437,215.5267,216.5949,856770
2025-04-16,216.5949,217.5949,215.9687,217.1922,936919
2025-04-17,217.1922,217.5952,216.566,216.9003,1064367
2025-04-18,216.9003,219.1235,215.9546,217.9342,1095523
2025-04-19,217.9342,218.1316,215.519,215.8305,909665
2025-04-20,215.8305,218.4337,215.5812,216.9788,955650
2025-04-21,216.9788,217.4234,213.2534,214.2274,1091106
2025-04-22,214.2274,218.7121,213.1106,218.2959,993257
2025-04-23,218.2959,221.399,217.8653,220.7623,990495
2025-04-24,220.7623,223.9685,219.8746,222.8353,1096947
2025-04-25,222.8353,226.1556,221.854,225.2319,986221
2025-04-26,225.2319,229.7612,224.7264,229.3984,774766
2025-04-27,229.3984,230.426,226.7198,226.7512,802946
2025-04-28,226.7512,230.75,224.0742,230.5121,1187500
2025-04-29,230.5121,232.9949,230.2979,232.8542,984602
2025-04-30,232.8542,233.7181,229.9778,230.231,586793
2025-05-01,230.231,230.9942,228.9547,229.8565,993391
2025-05-02,229.8565,236.8365,228.8674,235.3384,1160064
2025-05-03,235.3384,236.3349,234.4051,234.9,886026
2025-05-04,234.9,238.8934,233.4089,237.8297,956383
2025-05-05,237.8297,239.376,237.037,239.2973,1017977
2025-05-06,239.2973,240.3616,237.3232,239.0681,944333
2025-05-07,239.0681,241.4307,238.7069,240.5439,1348555
2025-05-08,240.5439,242.2338,240.1777,241.7664,854416
2025-05-09,241.7664,245.8362,241.1126,243.8231,1010001
2025-05-10,243.8231,246.0544,242.5808,245.9021,865206
2025-05-11,245.9021,252.4983,245.3146,251.9998,1063162
2025-05-12,251.9998,256.7363,250.8805,254.7447,1061675
2025-05-13,254.7447,256.7187,254.6412,254.9,869423
2025-05-14,254.9,255.7793,252.3289,252.6969,1114810
